,user_token,topic,vis_condition,post_clarity_0,post_clarity_1,post_clarity_2,post_clarity_3,post_clarity_ansT,post_clarity_start,post_correctness_0,post_correctness_1,post_correctness_2,post_correctness_ansT,post_correctness_start,post_topicInv_0,post_topicInv_1,post_topicInv_2,post_topicInv_3,post_topicInv_ansT,post_topicInv_start,post_CI_lower,post_CI_upper,post_attitude,pre_clarity_0,pre_clarity_1,pre_clarity_2,pre_clarity_3,pre_clarity_ansT,pre_clarity_start,pre_correctness_0,pre_correctness_1,pre_correctness_2,pre_correctness_ansT,pre_correctness_start,pre_topicInv_0,pre_topicInv_1,pre_topicInv_2,pre_topicInv_3,pre_topicInv_ansT,pre_topicInv_start,pre_CI_lower,pre_CI_upper,pre_attitude,pre_clarity,pre_correctness,pre_topic_involvement,post_clarity,post_correctness,post_topic_involvement,pre_attitude_adjusted,pre_attitude_strength,pre_attitude_uncertainty,post_attitude_adjusted,post_attitude_strength,post_attitude_uncertainty,attitude_difference,abs_attitude_difference,att_uncertainty_difference,abs_att_uncertainty_difference,mean_belief_change,mean_pre_belief_distance,mean_belief_uncertainty_change,count_vars,belief_diff_pre_belief_dist_mean,defensive_confidence,EB-feel,EB-evidence,EB-political
430,b9e8c187-cce5-4c7e-a094-4b6ab5dadbeb,union,uncertainty,8,8,8,7,1566,1.64823E+12,5,7,7,1611,1.64823E+12,4,4,3,4,1666,1.64823E+12,7.249857713,8.773383686,8.011620699,7,8,8,8,1393,1.64823E+12,6,7,8,1226,1.64823E+12,4,4,3,4,1226,1.64823E+12,7.161280621,8.861960777,8.011620699,7.75,7,15,7.75,6.333333333,15,3.011620699,3.011620699,1.700680156,3.011620699,3.011620699,1.523525973,0,0,-0.177154183,0.177154183,0.104797316,0.123942866,-0.03094506,6,1.254319057,46,4,2.75,4.75
431,b9e8c187-cce5-4c7e-a094-4b6ab5dadbeb,covid,uncertainty,8,8,8,8,1307,1.64823E+12,8,5,5,1258,1.64823E+12,4,4,4,5,1344,1.64823E+12,2.581844992,5.363165664,3.972505328,8,7,7,8,1659,1.64823E+12,5,5,6,1251,1.64823E+12,4,4,4,5,1225,1.64823E+12,2.484410191,5.460600465,3.972505328,7.5,5.333333333,17,8,6,17,-1.027494672,1.027494672,2.976190273,-1.027494672,1.027494672,2.781320672,0,0,-0.194869601,0.194869601,0.279093584,0.410516227,0.003945438,6,0.887719305,46,4,2.75,4.75
432,effc1fc2-1f6d-4d34-9f4c-dc48713c3141,covid,scatter,9,9,9,9,1291,1.64823E+12,9,9,9,6767,1.64823E+12,5,5,4,4,1199,1.64823E+12,8.98280708,8.98280708,8.98280708,9,9,9,9,1749,1.64823E+12,9,9,9,1364,1.64823E+12,5,5,4,4,837,1.64823E+12,1,8.98280708,8.993098571,9,9,18,9,9,18,3.993098571,3.993098571,7.98280708,3.98280708,3.98280708,0,-0.01029149,0.01029149,-7.98280708,7.98280708,0.368874262,0.415761328,0.220972667,6,0.958648197,59,3.75,5,2.5
433,effc1fc2-1f6d-4d34-9f4c-dc48713c3141,union,scatter,9,9,9,9,1291,1.64823E+12,9,9,9,3533,1.64823E+12,4,4,4,4,1108,1.64823E+12,1,8.98280708,8.993098571,9,9,9,9,1998,1.64823E+12,9,9,9,2028,1.64823E+12,4,4,4,4,1511,1.64823E+12,8.97251559,8.993098571,8.993098571,9,9,16,9,9,16,3.993098571,3.993098571,0.020582981,3.993098571,3.993098571,7.98280708,0,0,7.9622241,7.9622241,0.245214452,0.385657259,-0.068932948,6,0.63973555,59,3.75,5,2.5
434,01cf3462-1848-444d-ba3d-9a03b5d48645,covid,scatter,8,8,7,8,1766,1.64823E+12,7,8,8,1443,1.64823E+12,5,4,4,4,1292,1.64823E+12,7.66277916,7.740524544,7.701651852,9,9,8,9,1444,1.64823E+12,8,8,8,2410,1.64823E+12,5,5,5,4,1915,1.64823E+12,8.430514826,8.586005594,8.50826021,8.75,8,19,7.75,7.666666667,17,3.50826021,3.50826021,0.155490768,2.701651852,2.701651852,0.077745384,-0.806608358,0.806608358,-0.077745384,0.077745384,0.661853344,0.639221449,0.10158274,6,1.24323884,48,3.75,5,1
435,01cf3462-1848-444d-ba3d-9a03b5d48645,union,scatter,8,8,9,9,1342,1.64823E+12,8,8,9,1283,1.64823E+12,4,4,4,4,1795,1.64823E+12,8.177842328,8.41107848,8.294460404,8,9,9,9,1172,1.64823E+12,8,9,9,1956,1.64823E+12,5,4,4,4,1236,1.64823E+12,8.848396264,8.887268956,8.86783261,8.75,8.666666667,17,8.5,8.333333333,16,3.86783261,3.86783261,0.038872692,3.294460404,3.294460404,0.233236152,-0.573372206,0.573372206,0.19436346,0.19436346,0.365818377,0.346880091,-0.294746579,6,4.324423325,48,3.75,5,1
436,dbfedc04-b3b0-4799-a120-4fde6f4f8041,union,scatter,9,8,8,8,1304,1.64823E+12,8,8,8,1055,1.64823E+12,4,4,3,4,1728,1.64823E+12,1,8.528911642,8.815901438,7,8,8,8,943,1.64823E+12,8,8,8,1168,1.64823E+12,4,4,3,4,1527,1.64823E+12,8.32695586,8.985969466,8.656462663,7.75,8,15,8.25,8,15,3.656462663,3.656462663,0.659013605,3.815901438,3.815901438,7.528911642,0.159438776,0.159438776,6.869898037,6.869898037,0.14288655,0.448941606,-0.182401198,6,0.312538888,46,2.25,4,2
437,dbfedc04-b3b0-4799-a120-4fde6f4f8041,covid,scatter,5,5,5,5,1376,1.64823E+12,6,5,5,1543,1.64823E+12,3,3,3,3,4615,1.64823E+12,7.024872527,7.938988173,7.48193035,5,5,5,5,2008,1.64823E+12,5,5,5,3744,1.64823E+12,3,3,3,3,1201,1.64823E+12,7.003614023,7.673256881,7.338435452,5,5,12,5,5.333333333,12,2.338435452,2.338435452,0.669642857,2.48193035,2.48193035,0.914115646,0.143494898,0.143494898,0.244472789,0.244472789,0.340209674,0.573473821,-0.083022291,6,0.485751075,46,2.25,4,2
438,c1f3b0b6-ff0c-4ea2-9817-f93670838f6d,union,scatter,8,5,2,7,2221,1.64823E+12,7,7,7,2522,1.64823E+12,1,1,1,1,2650,1.64823E+12,1.389558854,4.536431567,3.336544859,5,5,5,5,1672,1.64823E+12,5,6,6,2893,1.64823E+12,1,1,1,1,2732,1.64823E+12,3.789332312,5.98535146,4.887341886,5,5.666666667,4,5.5,7,4,-0.112658114,0.112658114,2.196019147,-1.663455141,1.663455141,3.146872712,-1.550797027,1.550797027,0.950853565,0.950853565,0.890332102,0.636598864,-0.631434068,6,3.851083754,37,5,5,5
439,c1f3b0b6-ff0c-4ea2-9817-f93670838f6d,covid,scatter,7,7,6,7,2737,1.64823E+12,7,6,6,989,1.64823E+12,4,4,4,4,2507,1.64823E+12,1.695189996,8.170051266,4.932620631,7,7,8,7,2047,1.64823E+12,8,8,8,1127,1.64823E+12,4,4,4,4,2256,1.64823E+12,2.62340462,3.528979527,3.076192074,7.25,8,16,6.75,6.333333333,16,-1.923807926,1.923807926,0.905574906,-0.067379369,0.067379369,6.47486127,1.856428558,1.856428558,5.569286364,5.569286364,0.512383786,0.733861355,-0.334737683,6,0.90208663,37,5,5,5
440,07562010-6ffe-47db-9456-0da7d0dcbedb,union,uncertainty,5,4,4,5,2041,1.64823E+12,5,5,6,2892,1.64823E+12,3,3,3,3,1282,1.64823E+12,2.902494193,7.097505531,4.999999862,5,5,4,6,2100,1.64823E+12,6,5,5,2035,1.64823E+12,3,4,3,3,1784,1.64823E+12,4.220521404,5.821995326,5.021258365,5,5.333333333,13,4.5,5.333333333,12,0.021258365,0.021258365,1.601473923,-1.38E-07,1.38E-07,4.195011338,-0.021258503,0.021258503,2.593537415,2.593537415,0.904225938,1.047676998,-0.033788035,6,1.043195043,41,3.75,3,3.25
441,07562010-6ffe-47db-9456-0da7d0dcbedb,covid,uncertainty,5,5,5,5,2149,1.64823E+12,5,5,5,1620,1.64823E+12,2,2,3,3,1278,1.64823E+12,3.674886483,6.481008932,5.077947707,5,5,3,7,1903,1.64823E+12,5,5,5,2049,1.64823E+12,2,2,3,3,1920,1.64823E+12,4.794500995,7.699829794,6.247165394,5,5,10,5,5,10,1.247165394,1.247165394,2.905328798,0.077947707,0.077947707,2.806122449,-1.169217687,1.169217687,-0.099206349,0.099206349,0.382502839,0.440301219,-0.385122566,6,0.600698155,41,3.75,3,3.25
442,1e391641-49f8-4e7a-bede-4e4503f0b56d,covid,scatter,9,9,9,9,2714,1.64823E+12,9,9,9,1279,1.64823E+12,5,5,5,5,2415,1.64823E+12,8.954066373,8.993905832,8.973986102,9,9,9,9,1399,1.64823E+12,9,9,9,1496,1.64823E+12,5,5,5,5,1311,1.64823E+12,1,8.954066373,8.983945967,9,9,20,9,9,20,3.983945967,3.983945967,7.954066373,3.973986102,3.973986102,0.039839459,-0.009959865,0.009959865,-7.914226913,7.914226913,0.327315817,0.357104587,-0.013543816,6,1.639311941,44,3,5,2.5
443,1e391641-49f8-4e7a-bede-4e4503f0b56d,union,scatter,9,9,9,9,1149,1.64823E+12,9,9,9,2232,1.64823E+12,5,5,5,5,2167,1.64823E+12,8.934146643,8.973986102,8.954066373,9,9,9,9,1280,1.64823E+12,9,9,9,1347,1.64823E+12,5,5,5,5,1193,1.64823E+12,1,8.964026237,8.983945967,9,9,20,9,9,20,3.983945967,3.983945967,7.964026237,3.954066373,3.954066373,0.039839459,-0.029879595,0.029879595,-7.924186778,7.924186778,0.260179375,0.268467954,-0.023413409,6,1.921263554,44,3,5,2.5
444,b2779bca-c238-4523-9c9f-137e40d004da,covid,uncertainty,9,9,9,9,1315,1.64823E+12,9,9,9,1049,1.64823E+12,5,5,5,5,881,1.64823E+12,,,8.991924699,9,9,9,9,1330,1.64823E+12,9,9,9,1649,1.64823E+12,5,5,5,5,1088,1.64823E+12,1,8.838873921,8.946909764,9,9,20,9,9,20,3.946909764,3.946909764,7.838873921,3.991924699,3.991924699,,0.045014935,0.045014935,,,0.623307553,0.725615981,0.00597306,6,0.6572968,60,2.5,5,1.75
445,b2779bca-c238-4523-9c9f-137e40d004da,union,uncertainty,9,9,9,9,1132,1.64823E+12,9,9,9,1193,1.64823E+12,5,5,5,5,1129,1.64823E+12,1,8.775853012,8.937906777,9,9,9,9,983,1.64823E+12,9,9,9,975,1.64823E+12,5,5,5,5,1393,1.64823E+12,1,8.793858986,8.919900803,9,9,20,9,9,20,3.919900803,3.919900803,7.793858986,3.937906777,3.937906777,7.775853012,0.018005974,0.018005974,-0.018005974,0.018005974,0.240624672,0.333547883,0.103493683,6,0.815356865,60,2.5,5,1.75
446,0cd5fdae-0a54-46e4-ab66-9742d2fb1780,union,hop,7,8,5,8,1110,1.64823E+12,4,5,2,2382,1.64823E+12,1,1,4,3,4639,1.64823E+12,7.097505531,8.182701514,7.640103522,8,8,6,8,3004,1.64823E+12,5,5,4,1329,1.64823E+12,2,2,4,4,1647,1.64823E+12,7.567217225,8.393261928,7.980239577,7.5,4.666666667,12,7,3.666666667,9,2.980239577,2.980239577,0.826044704,2.640103522,2.640103522,1.085195983,-0.340136054,0.340136054,0.25915128,0.25915128,0.257992899,0.244960437,-0.279846135,6,5.756028028,46,2,5,1.75
447,0cd5fdae-0a54-46e4-ab66-9742d2fb1780,covid,hop,9,9,9,9,1156,1.64823E+12,8,8,8,998,1.64823E+12,5,5,5,5,915,1.64823E+12,,,8.960155352,9,9,9,9,1121,1.64823E+12,7,8,8,923,1.64823E+12,4,5,5,5,1500,1.64823E+12,,,8.984450785,9,7.666666667,19,9,8,20,3.984450785,3.984450785,,3.960155352,3.960155352,,-0.024295432,0.024295432,,,0.460843062,0.624019533,-0.085917072,6,1.050526658,46,2,5,1.75
448,73d73edb-e48d-430d-b0fb-8210a312f14f,union,uncertainty,7,7,7,7,3325,1.64823E+12,7,7,7,2474,1.64823E+12,3,3,3,3,3341,1.64823E+12,5.302343406,7.277652048,6.289997727,7,7,7,7,1852,1.64823E+12,7,5,6,1932,1.64823E+12,3,3,3,3,5156,1.64823E+12,7.096246152,7.116402362,7.106324257,7,6,12,7,7,12,2.106324257,2.106324257,0.020156211,1.289997727,1.289997727,1.975308642,-0.816326531,0.816326531,1.955152431,1.955152431,1.134289111,0.732898351,-0.221402949,6,1.882930499,43,2.5,5,1.75
449,73d73edb-e48d-430d-b0fb-8210a312f14f,covid,uncertainty,7,7,7,7,2641,1.64823E+12,7,7,7,2793,1.64823E+12,3,3,3,3,2128,1.64823E+12,7.03577752,7.136558573,7.086168047,8,8,8,7,2066,1.64823E+12,7,7,7,2555,1.64823E+12,3,3,3,3,2234,1.64823E+12,7.35827689,7.378433101,7.368354995,7.75,7,12,7,7,12,2.368354995,2.368354995,0.020156211,2.086168047,2.086168047,0.100781053,-0.282186949,0.282186949,0.080624843,0.080624843,0.251986026,0.822894987,-0.3432319,6,1.213817219,43,2.5,5,1.75
450,927be332-6ed4-4f3e-88bb-4a42b3c33d5e,covid,hop,8,8,7,9,1421,1.64823E+12,2,1,1,1669,1.64823E+12,3,2,5,4,3659,1.64823E+12,8.308885654,8.882865218,8.595875436,9,9,9,9,1469,1.64823E+12,7,5,8,1500,1.64823E+12,4,1,5,5,1028,1.64823E+12,7.881514756,8.657099979,8.269307368,9,6.666666667,15,8,1.333333333,14,3.269307368,3.269307368,0.775585223,3.595875436,3.595875436,0.573979564,0.326568069,0.326568069,-0.201605659,0.201605659,0.310138729,0.814883298,-0.332867154,6,0.306695071,50,3,4.75,1.5
451,927be332-6ed4-4f3e-88bb-4a42b3c33d5e,union,hop,6,6,9,8,2750,1.64823E+12,3,6,5,2098,1.64823E+12,4,3,5,4,1459,1.64823E+12,4.243197072,5.792941896,5.018069484,9,9,6,9,1301,1.64823E+12,7,1,7,6709,1.64823E+12,2,5,5,5,1409,1.64823E+12,4.960671528,5.228528658,5.094600093,8.25,5,17,7.25,4.666666667,16,0.094600093,0.094600093,0.26785713,0.018069484,0.018069484,1.549744824,-0.076530609,0.076530609,1.281887694,1.281887694,0.275048253,0.425379377,0.208140077,6,1.444494894,50,3,4.75,1.5
452,2f8b737f-2467-4dd0-ab4f-81f9565b65eb,union,hop,9,9,9,9,1255,1.64823E+12,9,9,9,1103,1.64823E+12,5,3,5,5,955,1.64823E+12,8.906250221,8.994827322,8.950538771,9,9,9,9,1432,1.64823E+12,9,9,9,1371,1.64823E+12,5,3,5,5,1638,1.64823E+12,1,8.915107931,8.968254192,9,9,18,9,9,18,3.968254192,3.968254192,7.915107931,3.950538771,3.950538771,0.088577102,-0.01771542,0.01771542,-7.826530829,7.826530829,0.72131848,0.738177974,0.452165504,6,0.920964245,60,3,4.5,5
453,2f8b737f-2467-4dd0-ab4f-81f9565b65eb,covid,hop,9,9,9,9,1363,1.64823E+12,5,5,5,1513,1.64823E+12,5,3,5,5,1219,1.64823E+12,1,1.067177006,1.005173035,9,9,9,9,2800,1.64823E+12,5,5,5,1485,1.64823E+12,5,3,5,5,1514,1.64823E+12,1.031746165,1.049461585,1.040603875,9,5,18,9,5,18,-3.959396125,3.959396125,0.01771542,-3.994826965,3.994826965,0.067177006,-0.035430841,0.035430841,0.049461585,0.049461585,0.706845249,0.832709672,0.076248931,6,0.880140575,60,3,4.5,5
454,e06673e0-69f5-4cb0-bb6d-47621a4b97e4,covid,uncertainty,9,9,9,9,1685,1.64823E+12,9,9,9,1698,1.64823E+12,2,4,2,5,1097,1.64823E+12,1,8.867818108,8.958588294,9,9,9,9,11321,1.64823E+12,9,9,9,1179,1.64823E+12,2,4,2,5,1145,1.64823E+12,1,8.777047922,8.908160413,9,9,13,9,9,13,3.908160413,3.908160413,7.777047922,3.958588294,3.958588294,7.867818108,0.050427881,0.050427881,0.090770186,0.090770186,0.508585122,0.716301505,0.386055975,6,0.637651441,46,3,5,1.75
455,e06673e0-69f5-4cb0-bb6d-47621a4b97e4,union,uncertainty,7,7,6,7,1089,1.64823E+12,7,8,7,1991,1.64823E+12,3,2,3,4,2456,1.64823E+12,7.607121077,8.353453719,7.980287398,7,7,6,7,1735,1.64823E+12,7,8,7,1165,1.64823E+12,3,2,2,4,1571,1.64823E+12,7.556693196,8.262683533,7.909688365,6.75,7.333333333,11,6.75,7.333333333,12,2.909688365,2.909688365,0.705990337,2.980287398,2.980287398,0.746332642,0.070599034,0.070599034,0.040342305,0.040342305,0.172957587,0.286206696,-0.027978739,6,0.57123969,46,3,5,1.75
456,85e34d5e-d224-47ec-bfe8-4ff8bea2ba15,union,uncertainty,6,7,6,6,1125,1.64823E+12,7,6,6,1600,1.64823E+12,4,3,4,4,1220,1.64823E+12,4.773242492,7.040816188,5.90702934,5,6,7,6,1491,1.64823E+12,7,4,6,1015,1.64823E+12,4,3,3,4,1914,1.64823E+12,4.695294646,6.622732288,5.659013467,6,5.666666667,14,6.25,6.333333333,15,0.659013467,0.659013467,1.927437642,0.90702934,0.90702934,2.267573696,0.248015873,0.248015873,0.340136054,0.340136054,0.197932247,0.269356391,0.027862099,6,0.529723753,59,1.75,5,1
457,85e34d5e-d224-47ec-bfe8-4ff8bea2ba15,covid,uncertainty,9,9,9,9,1571,1.64823E+12,9,8,9,1561,1.64823E+12,5,4,4,4,855,1.64823E+12,1,8.812358138,8.975339998,9,9,9,9,1102,1.64823E+12,9,8,9,1172,1.64823E+12,5,4,4,5,1249,1.64823E+12,1,8.784013467,8.961167662,9,8.666666667,18,9,8.666666667,17,3.961167662,3.961167662,7.784013467,3.975339998,3.975339998,7.812358138,0.014172336,0.014172336,0.028344671,0.028344671,0.239860125,0.648244631,0.1643945,6,0.395260318,59,1.75,5,1
458,d5260c12-7af7-49d9-9871-aebec67691f6,union,scatter,3,5,4,5,2719,1.64823E+12,5,2,6,1086,1.64823E+12,3,1,4,5,1506,1.64823E+12,4.800802727,5.637431375,5.219117051,1,1,3,3,1755,1.64823E+12,5,1,3,1272,1.64823E+12,2,1,4,4,1698,1.64823E+12,4.900401376,5.199197321,5.049799349,2,3,11,4.25,4.333333333,13,0.049799349,0.049799349,0.298795946,0.219117051,0.219117051,0.836628648,0.169317703,0.169317703,0.537832702,0.537832702,0.697899665,0.540819952,0.087006723,6,12.90263048,48,3.5,4.25,2
459,d5260c12-7af7-49d9-9871-aebec67691f6,covid,scatter,9,9,9,9,1839,1.64823E+12,9,9,9,1157,1.64823E+12,5,3,1,1,1529,1.64823E+12,8.954066373,8.973986102,8.964026237,9,9,9,9,1286,1.64823E+12,9,9,9,979,1.64823E+12,5,3,2,1,1119,1.64823E+12,8.854467724,8.993905832,8.924186778,9,9,11,9,9,10,3.924186778,3.924186778,0.139438108,3.964026237,3.964026237,0.01991973,0.039839459,0.039839459,-0.119518378,0.119518378,0.448820867,0.531935554,-0.14473009,6,0.805974515,48,3.5,4.25,2
460,e5afa70d-4666-4846-9028-a91d11f7caf1,union,hop,7,7,7,8,1314,1.64823E+12,6,6,7,2131,1.64823E+12,1,3,4,4,2352,1.64823E+12,1.952281378,2.649471918,2.300876648,6,7,6,7,1121,1.64823E+12,5,5,5,2317,1.64823E+12,1,3,1,3,2170,1.64823E+12,3.665378133,4.302809484,3.984093809,6.5,5,8,7.25,6.333333333,12,-1.015906191,1.015906191,0.637431351,-2.699123352,2.699123352,0.69719054,-1.683217161,1.683217161,0.059759189,0.059759189,0.291248727,0.299975765,-0.035524237,6,0.843903968,48,4.5,3.75,4.25
461,e5afa70d-4666-4846-9028-a91d11f7caf1,covid,hop,8,8,9,7,3058,1.64823E+12,7,6,6,2864,1.64823E+12,3,3,4,4,2365,1.64823E+12,1.573806513,2.350675972,1.962241243,8,9,9,6,1327,1.64823E+12,6,7,6,1925,1.64823E+12,3,4,3,4,1375,1.64823E+12,1.045933676,2.18135827,1.613645973,8,6.333333333,14,8,6.333333333,14,-3.386354027,3.386354027,1.135424594,-3.037758757,3.037758757,0.776869459,0.34859527,0.34859527,-0.358555135,0.358555135,0.229529885,0.349755923,-0.017910412,6,0.576429544,48,4.5,3.75,4.25
462,2a6433e9-60ec-4ac7-b7fb-4993ef306fce,union,uncertainty,7,6,7,7,1064,1.64823E+12,5,5,5,931,1.64823E+12,2,2,3,3,1716,1.64823E+12,1.753084081,3.366582188,2.559833134,7,5,7,7,1631,1.64823E+12,5,5,5,1426,1.64823E+12,2,2,3,3,1252,1.64823E+12,2.081759621,3.934294485,3.008027053,6.5,5,10,6.75,5,10,-1.991972947,1.991972947,1.852534863,-2.440166866,2.440166866,1.613498107,-0.448193919,0.448193919,-0.239036757,0.239036757,0.474960374,0.34602207,-0.438218596,6,1.48160568,47,3.25,4.25,2.75
463,2a6433e9-60ec-4ac7-b7fb-4993ef306fce,covid,uncertainty,7,6,7,7,970,1.64823E+12,7,6,7,1317,1.64823E+12,2,2,3,4,1364,1.64823E+12,7.39036759,8.605471103,7.997919346,7,7,7,7,1164,1.64823E+12,7,6,6,1091,1.64823E+12,2,2,2,2,1749,1.64823E+12,7.121451239,8.894307183,8.007879211,7,6.333333333,8,6.75,6.666666667,11,3.007879211,3.007879211,1.772855945,2.997919346,2.997919346,1.215103513,-0.009959865,0.009959865,-0.557752432,0.557752432,0.769953957,0.763936451,0.051630549,6,1.049423725,47,3.25,4.25,2.75
464,c6d3a0db-dfa6-4ba4-b071-6b3d3704478f,covid,uncertainty,9,9,9,9,1561,1.64823E+12,9,9,9,4194,1.64823E+12,4,5,5,5,1708,1.64823E+12,8.84269423,8.965170548,8.903932389,9,9,9,9,4080,1.64823E+12,9,9,9,1488,1.64823E+12,4,5,5,5,1630,1.64823E+12,1,8.934551468,8.985583268,9,9,19,9,9,19,3.985583268,3.985583268,7.934551468,3.903932389,3.903932389,0.122476318,-0.081650879,0.081650879,-7.81207515,7.81207515,0.050723554,0.904126637,-0.076620416,6,0.065287413,51,4,4.75,2
465,c6d3a0db-dfa6-4ba4-b071-6b3d3704478f,union,uncertainty,8,9,8,8,1709,1.64823E+12,8,5,8,1462,1.64823E+12,4,4,4,4,1566,1.64823E+12,8.730424272,8.85290059,8.791662431,9,9,9,9,4349,1.64823E+12,8,5,8,1948,1.64823E+12,4,4,5,5,2066,1.64823E+12,8.465058916,8.710011552,8.587535234,9,7,18,8.25,7,16,3.587535234,3.587535234,0.244952636,3.791662431,3.791662431,0.122476318,0.204127197,0.204127197,-0.122476318,0.122476318,0.101161152,0.544340957,-0.120933028,6,0.211690267,51,4,4.75,2
466,3e883ff1-1f66-41cc-a054-795af74281aa,covid,uncertainty,9,9,9,9,1618,1.64823E+12,9,9,9,2119,1.64823E+12,5,4,4,4,2826,1.64823E+12,1,8.912910044,8.966757438,9,9,9,9,1637,1.64823E+12,9,7,9,2231,1.64823E+12,5,4,4,5,2657,1.64823E+12,8.934449001,8.955987959,8.94521848,9,8.333333333,18,9,9,17,3.94521848,3.94521848,0.021538958,3.966757438,3.966757438,7.912910044,0.021538958,0.021538958,7.891371086,7.891371086,0.153143492,0.396731729,-0.104818535,6,0.502487245,48,5,2.75,1
467,3e883ff1-1f66-41cc-a054-795af74281aa,union,uncertainty,9,9,8,9,2697,1.64823E+12,1,1,1,2719,1.64823E+12,1,1,1,1,3477,1.64823E+12,4.885125301,5.078975919,4.98205061,8,8,8,9,2220,1.64823E+12,5,4,1,2063,1.64823E+12,1,1,1,1,3410,1.64823E+12,,,5.025128525,8.25,3.333333333,4,8.75,1,4,0.025128525,0.025128525,,-0.01794939,0.01794939,0.193850618,-0.043077915,0.043077915,,,0.234041472,0.424257294,-0.189739821,6,0.546756826,48,5,2.75,1
468,620b7998-2676-4092-9e1b-004a75efa14f,union,hop,8,8,8,8,2546,1.64823E+12,6,5,8,2119,1.64823E+12,3,3,3,2,1887,1.64823E+12,6.740911466,7.267573744,7.004242605,7,8,8,8,2078,1.64823E+12,5,7,6,1575,1.64823E+12,2,3,3,4,1999,1.64823E+12,3.932045984,6.136225147,5.034135566,7.75,6,12,8,6.333333333,11,0.034135566,0.034135566,2.204179163,2.004242605,2.004242605,0.526662278,1.970107039,1.970107039,-1.677516885,1.677516885,0.221244796,0.271985019,-0.086976491,6,1.175570466,46,2.5,5,1
469,620b7998-2676-4092-9e1b-004a75efa14f,covid,hop,9,9,9,9,1850,1.64823E+12,9,9,9,1640,1.64823E+12,4,4,4,5,1775,1.64823E+12,1,8.886572598,8.945090629,9,9,9,9,1598,1.64823E+12,9,9,9,1807,1.64823E+12,4,5,4,4,1431,1.64823E+12,,,8.906078608,9,9,17,9,9,17,3.906078608,3.906078608,,3.945090629,3.945090629,7.886572598,0.039012021,0.039012021,,,0.461902274,0.530171985,0.548462908,6,0.977228331,46,2.5,5,1
470,60b2119a-2879-42df-b199-e5cdee6c1f58,union,scatter,5,5,6,6,1344,1.64823E+12,5,5,5,2271,1.64823E+12,1,4,5,5,2095,1.64823E+12,3.186966643,6.813033211,4.999999927,9,9,9,9,1840,1.64823E+12,5,1,1,2583,1.64823E+12,1,3,3,3,2201,1.64823E+12,3.381755343,6.648212003,5.014983673,9,2.333333333,10,5.5,5,15,0.014983673,0.014983673,3.26645666,-7.32E-08,7.32E-08,3.626066568,-0.014983746,0.014983746,0.359609908,0.359609908,0.42206671,0.532104843,-0.013118937,6,1.986302998,56,4,4.5,2
471,60b2119a-2879-42df-b199-e5cdee6c1f58,covid,scatter,9,9,9,9,1777,1.64823E+12,8,5,5,1727,1.64823E+12,3,5,5,5,2023,1.64823E+12,1,8.341375318,8.963200783,9,9,9,9,7912,1.64823E+12,5,5,7,1423,1.64823E+12,5,4,5,5,1711,1.64823E+12,1,7.39739931,8.993168275,9,5.666666667,19,9,6,18,3.993168275,3.993168275,6.39739931,3.963200783,3.963200783,7.341375318,-0.029967492,0.029967492,0.943976007,0.943976007,0.509584615,0.626660024,0.004737365,6,0.591838933,56,4,4.5,2
472,2b0fbb5d-d122-4511-99a8-ce86e5f7cc28,covid,scatter,7,7,8,8,6145,1.64823E+12,8,8,8,2092,1.64823E+12,4,4,4,5,1907,1.64823E+12,7.012072079,7.012072079,7.012072079,8,8,8,8,1788,1.64823E+12,8,8,8,1991,1.64823E+12,4,4,4,5,1771,1.64823E+12,8.993984061,8.993984061,8.993984061,8,8,17,7.5,8,17,3.993984061,3.993984061,0,2.012072079,2.012072079,0,-1.981911982,1.981911982,0,0,0.954504137,0.989713206,0.015151488,6,0.973783972,44,3.75,4,3.25
473,2b0fbb5d-d122-4511-99a8-ce86e5f7cc28,union,scatter,6,6,6,6,1764,1.64823E+12,6,6,6,1590,1.64823E+12,4,4,4,4,1422,1.64823E+12,7.031852234,7.051772354,7.041812294,6,6,6,6,6935,1.64823E+12,6,6,6,1978,1.64823E+12,4,4,4,4,3483,1.64823E+12,,,8.017898177,6,6,16,6,6,16,3.017898177,3.017898177,,2.041812294,2.041812294,0.01992012,-0.976085883,0.976085883,,,0.488719016,0.415284228,0.006110464,6,1.321569161,44,3.75,4,3.25
474,e5eecf9d-59b0-4350-aa36-fede63280f31,union,scatter,8,8,8,8,2389,1.64823E+12,5,5,5,2559,1.64823E+12,1,1,1,1,2256,1.64823E+12,2.370595702,2.848669215,2.609632459,7,8,7,8,2605,1.64823E+12,5,5,6,1769,1.64823E+12,1,1,1,1,3005,1.64823E+12,2.211237864,2.828749485,2.519993675,7.5,5.333333333,4,8,5,4,-2.480006325,2.480006325,0.617511621,-2.390367541,2.390367541,0.478073513,0.089638784,0.089638784,-0.139438108,0.139438108,0.280305293,0.289655066,-0.324532852,6,1.101822675,52,2,5,1.75
